date,pm25,pm10,o3,no2,so2,co
2018-06-18,93,33,41,14,3,7
2018-06-19,52,42,56,17,5,7
2018-06-20,101,45,42,19,5,6
2018-06-21,72,34,15,26,4,7
2018-06-22,58,27,20,26,5,6
2018-06-23,56,30,23,19,5,6
2018-06-24,54,22,19,18,4,5
2018-06-25,40,35,20,25,4,7
2018-06-26,61,40,60,22,5,6
2018-06-27,69,38,27,18,4,5
2018-06-28,63,38,68,15,3,5
2018-06-29,66,33,36,14,3,5
2018-06-30,56,35,51,15,3,5
2018-01-01,160,94,25,46,9,14
2018-01-02,167,95,59,48,10,15
2018-01-03,166,91,60,42,10,12
2018-01-04,141,58,4,27,6,10
2018-01-05,82,31,1,20,4,12
2018-01-06,55,30,4,27,4,12
2018-01-07,52,36,4,22,4,12
2018-01-08,49,51,21,26,5,11
2018-01-09,116,52,25,32,6,8
2018-01-10,78,50,37,34,6,6
2018-01-11,61,50,37,34,6,6
2018-01-12,64,50,27,43,8,7
2018-01-13,87,81,44,53,9,10
2018-01-14,131,85,38,59,8,14
2018-01-15,144,107,49,78,9,14
2018-01-16,163,147,78,80,12,20
2018-01-17,176,156,19,103,10,25
2018-01-18,189,142,32,76,12,19
2018-01-19,177,120,9,70,11,16
2018-01-20,178,93,28,55,9,14
2018-01-21,163,103,60,43,9,17
2018-01-22,178,79,11,38,7,15
2018-01-23,157,84,22,45,8,15
2018-01-24,152,65,37,37,7,10
2018-01-25,127,57,9,29,5,10
2018-01-26,99,54,8,26,5,8
2018-01-27,99,42,5,20,4,9
2018-01-28,82,30,13,21,4,8
2018-01-29,55,36,15,24,3,8
2018-01-30,88,31,18,22,3,10
2018-01-31,61,61,33,28,5,8
2018-02-01,137,61,26,25,6,6
2018-02-02,122,63,44,23,7,6
2018-02-03,121,62,32,21,6,4
2018-02-04,108,46,34,23,5,4
2018-02-05,80,54,40,36,6,5
2018-02-06,92,64,25,42,6,7
2018-02-07,107,58,41,35,6,6
2018-02-08,118,68,10,48,6,8
2018-02-09,138,75,24,28,4,8
2018-02-10,159,64,42,22,5,7
2018-02-11,150,62,42,20,4,6
2018-02-12,120,67,48,36,5,7
2018-02-13,114,62,52,34,5,6
2018-02-14,103,62,62,35,5,6
2018-02-15,101,97,18,38,9,12
2018-02-16,180,66,31,24,4,9
2018-02-17,133,50,35,18,4,5
2018-02-18,99,49,49,23,5,7
2018-02-19,113,45,28,24,5,7
2018-02-20,104,39,13,16,4,8
2018-02-21,89,16,13,14,3,7
2018-02-22,32,19,15,19,3,7
2018-02-23,42,37,8,26,4,9
2018-02-24,88,38,13,20,4,9
2018-02-25,69,33,41,23,4,7
2018-02-26,71,42,43,28,6,7
2018-02-27,111,42,33,40,6,8
2018-02-28,93,67,51,41,8,10
2018-03-01,137,58,38,27,6,7
2018-03-02,124,52, ,23,5,7
2018-03-03,93,41,1,18,4,6
2018-03-04,83,40,10,22,5,7
2018-03-05,79,51,12,29,5,10
2018-03-06,96,54,38,25,6,6
2018-03-07,91,19, ,19,3,6
2018-03-08,41,42, ,25,4,5
2018-03-09,68,59, ,42,6,7
2018-03-10,93,67, ,46,8,8
2018-03-11,137,63,53,45,8,8
2018-03-12,105,63,58,35,9,7
2018-03-13,134,50,28,31,7,7
2018-03-14,160,57,19,39,6,8
2018-03-15,123,78,44,54,8,11
2018-03-16,163,62,31,28,6,7
2018-03-17,122,52,32,22,5,6
2018-03-18,106,53,11,31,6,8
2018-03-19,115,22,35,18,4,8
2018-03-20,45,34,45,23,5,7
2018-03-21,64,51,39,40,6,7
2018-03-22,92,91,101,53,10,10
2018-03-23,153,72,49,36,8,6
2018-03-24,123,68,31,38,8,7
2018-03-25,122,79,53,44,7,10
2018-03-26,146,54,70,35,6,9
2018-03-27,104,82,101,35,8,10
2018-03-28,188,62,109,24,7,7
2018-03-29,143,74, ,46,8,9
2018-03-30,155,64, ,36,7,7
2018-03-31,108,70,21,28,8,7
2017-10-01,76,42, ,23,6,9
2017-10-02,72,35, ,19,6,8
2017-10-03,63,40, ,26,6,9
2017-10-04,75,33, ,23,4,9
2017-10-05,69,38, ,27,4,10
2017-10-06,78,47, ,28,5,9
2017-10-07,93,51, ,28,5,9
2017-10-08,93,47,26,27,5,9
2017-10-09,79,33,31,27,4,8
2017-10-10,58,51,48,34,6,10
2017-10-11,82,54,45,25,6,11
2017-10-12,84,39,46,21,5,10
2017-10-13,59,37,29,19,5,8
2017-10-14,60,19,23,15,4,7
2017-10-15,22,19,13,18,3,8
2017-10-16,33,30,20,21,4,9
2017-10-17,39,34,35,22,5,8
2017-10-18,46,26,26,17,5,6
2017-10-19,49,28,32,19,4,6
2017-10-20,49,32,40,19,5,8
2017-10-21,60,52,62,29,6,7
2017-10-22,90,67,82,38,8,9
2017-10-23,131,74,71,48,8,10
2017-10-24,138,83,86,61,9,11
2017-10-25,155,86,73,64,8,12
2017-10-26,151,74,75,46,9,10
2017-10-27,124,74,77,44,9,10
2017-10-28,133,60,70,27,7,7
2017-10-29,98,66,58,25,8,8
2017-10-30,122,64,67,39,7,8
2017-10-31,114,75,76,57,7,11
2017-11-01,133,91,73,63,9,13
2017-11-02,141,73,35,47,9,9
2017-11-03,109,72,69,25,8,8
2017-11-04,127,88,75,27,8,9
2017-11-05,159,77,41,38,9,8
2017-11-06,132,55,16,29,4,8
2017-11-07,81,39,14,26,4,8
2017-11-08,52,68,1,37,5,8
2017-11-09,104,92,49,45,8,11
2017-11-10,146,82,34,34,8,10
2017-11-11,124,70,33,32,6,9
2017-11-12,122,66,7,29,5,9
2017-11-13,107,52,6,27,4,10
2017-11-14,77,49,2,23,4,10
2017-11-15,88,72, ,39,6,13
2017-11-16,107,78,11,46,8,11
2017-11-17,123,50,12,26,6,11
2017-11-18,64,32,8,17,4,9
2017-11-19,39,25,8,19,4,8
2017-11-20,31,38,11,21,5,8
2017-11-21,56,46,1,22,6,9
2017-11-22,55,64,17,30,8,9
2017-11-23,104,52,18,27,5,8
2017-11-24,94,57,8,28,6,8
2017-11-25,94,56,9,25,6,8
2017-11-26,85,51,9,35,6,8
2017-11-27,71,66,15,37,7,10
2017-11-28,93,79,13,37,10,12
2017-11-29,97,65,9,25,8,11
2017-11-30,80,41,24,22,5,10
2017-12-01,53,40,26,24,6,7
2017-12-02,52,53,30,30,7,7
2017-12-03,74,52,24,24,7,7
2017-12-04,80,53,34,26,6,7
2017-12-05,96,67,26,44,8,8
2017-12-06,118,91,24,53,10,10
2017-12-07,150,66,43,30,9,7
2017-12-08,124,76,51,41,9,9
2017-12-09,154,103,39,57,13,12
2017-12-10,164,72,47,37,10,8
2017-12-11,111,74,40,44,11,9
2017-12-12,120,86,17,49,12,12
2017-12-13,153,74,71,49,27,12
2017-12-14,124,47,4,22,5,12
2017-12-15,69,31,9,19,5,10
2017-12-16,42,50,29,20,6,8
2017-12-17,173,61,34,30,8,9
2017-12-18,125,60,39,32,8,9
2017-12-19,95,56,36,32,9,8
2017-12-20,83,65,34,51,9,12
2017-12-21,84,95,38,70,11,15
2017-12-22,134,121,19,82,12,17
2017-12-23,159,103,44,49,13,11
2017-12-24,137,79,55,48,11,8
2017-12-25,134,97,47,63,12,12
2017-12-26,150,93,55,60,13,12
2017-12-27,246,93,17,59,12,12
2017-12-28,166,79,42,50,8,11
2017-12-29,235,71,31,36,8,11
2017-12-30,140,59,46,25,7,10
2017-12-31,112,84,33,41,8,13
2017-07-01,52,28,12,18,4,6
2017-07-02,49,21,9,21,4,7
2017-07-03,46,32,16,25,5,8
2017-07-04,64,39,30,23,7,7
2017-07-05,70,30,25,21,7,7
2017-07-06,53,24,18,19,6,7
2017-07-07,46,29,13,21,6,7
2017-07-08,55,33,36,16,4,7
2017-07-09,59,31,22,19,5,7
2017-07-10,58,27,26,19,4,7
2017-07-11,48,42,60,28,7,8
2017-07-12,79,41,67,24,6,8
2017-07-13,74,36,59,18,8,6
2017-07-14,58,29,29,20,5,6
2017-07-15,54,23,18,15,5,5
2017-07-16,37,22,21,15,4,5
2017-07-17,35,16,5,17,4,6
2017-07-18,29,32,22,23,6,7
2017-07-19,64,39,36,26,6,8
2017-07-20,73,49,27,38,6,10
2017-07-21,73,41,49,28,5,8
2017-07-22,67,33,14,20,6,7
2017-07-23,50,25,28,22,4,7
2017-07-24,50,42,66,27,5,8
2017-07-25,79,53,71,36,7,9
2017-07-26,95,40,41,29,4,7
2017-07-27,74,53,92,36,5,8
2017-07-28,81,66,89,38,8,9
2017-07-29,120,63,69,27,7,8
2017-07-30,123,60,74,27,8,9
2017-07-31,112,51,91,24,5,8
2017-08-01,96,44,12,31,4,9
2017-08-02,85,40,17,29,5,8
2017-08-03,68,44,40,29,6,8
2017-08-04,82,43,47,27,5,7
2017-08-05,73,48,53,20,6,8
2017-08-06,74,40,65,17,4,6
2017-08-07,59,33,35,16,4,6
2017-08-08,50,33,45,15,4,6
2017-08-09,49,39,36,18,4,7
2017-08-10,67,42,20,22,4,8
2017-08-11,66,36,43,14,4,6
2017-08-12,60,34,37,14,4,6
2017-08-13,53,33,48,15,4,6
2017-08-14,59,32,40,17,4,7
2017-08-15,52,29,53,15,4,6
2017-08-16,51,40,56,20,5,7
2017-08-17,68,51,85,25,7,8
2017-08-18,106,44,59,29,6,7
2017-08-19,73,53,98,26,8,9
2017-08-20,82,53,7,30,9,8
2017-08-21,90,58,46,30,9,9
2017-08-22,95,26,16,19,3,7
2017-08-23,45,28,26,18,3,7
2017-08-24,49,44,32,29,5,9
2017-08-25,69,34,10,21,3,7
2017-08-26,74,15, ,15,3,7
2017-08-27,29,18,9,18,3,8
2017-08-28,32,41,51,26,6,9
2017-08-29,69,57,67,36,10,9
2017-08-30,96,52,52,31,4,9
2017-08-31,90,46,51,30,4,9
2017-09-01,83,58,69,33,5,10
2017-09-02,107,58,85,35,5,10
2017-09-03,110,41,9,30,5,10
2017-09-04,90,44,20,28,6,10
2017-09-05,83,33,1,25,3,9
2017-09-06,64, , , , , 
2017-09-11,117,52,41,27,7,9
2017-09-12,83,45,42,25,4,10
2017-09-13,75,40,35,23,4,9
2017-09-14,72,53,65,32,5,10
2017-09-15,100,74,94,41,9,10
2017-09-16,107,76,103,41,11,11
2017-09-17,131,74,121,38,8,11
2017-09-18,148,58,82,21,7,9
2017-09-19,113,67,88,41,7,10
2017-09-20,123,70,97,39,7,12
2017-09-21,131,55,57,31,9,10
2017-09-22,97,48,32,25,7,8
2017-09-23,80,40,30,20,6,7
2017-09-24,65,26,24,16,5,7
2017-09-25,41,47,44,39,6,9
2017-09-26,84,67,117,40,10,10
2017-09-27,121,83,114,39,9,12
2017-09-28,138,43,50,29,8,8
2017-09-29,66,54,22,33,7,10
2017-09-30,92,46, ,30,6,9
2017-04-01,83,54,58,40,5,7
2017-04-02,100,64,70,33,7,7
2017-04-03,131,57,57,28,5,6
2017-04-04,104,56,43,28,5,6
2017-04-05,97,65,8,37,5,9
2017-04-06,120,61,14,32,7,8
2017-04-07,116,52,9,23,5,7
2017-04-08,88,43,18,20,5,7
2017-04-09,77,51,10,21,5,8
2017-04-10,74,58,3,22,4,10
2017-04-11,95,34,11,21,3,8
2017-04-12,68,42,16,29,3,8
2017-04-13,82,70,21,44,8,9
2017-04-14,145,68,18,46,8,8
2017-04-15,132,56,36,33,6,6
2017-04-16,112,58,59,29,7,6
2017-04-17,111,57,71,37,8,7
2017-04-18,110,57,26,34,7,7
2017-04-19,117,49,10,29,4,7
2017-04-20,81,44,18,27,4,6
2017-04-21,60,49,33,24,4,5
2017-04-22,72,56,23,34,4,7
2017-04-23,95,69,17,44,7,10
2017-04-24,156,75,12,46,6,10
2017-04-25,163,60,9,37,6,9
2017-04-26,109,28,28,26,3,7
2017-04-27,35,50,76,37,5,6
2017-04-28,92,92,114,57,10,11
2017-04-29,161,69,98,27,9,8
2017-04-30,141,52,53,22,5,7
2017-05-01,98,50,26,24,5,7
2017-05-02,71,43,19,20,4,7
2017-05-03,47,44,25,39,3,8
2017-05-04,73,58,83,43,6,9
2017-05-05,81,70,65,47,6,11
2017-05-06,114,57,49,25,4,8
2017-05-07,92,50,35,25,5,8
2017-05-08,82,41,50,34,4,8
2017-05-09,74,95,125,50,18,12
2017-05-10,168,71,101,29,8,8
2017-05-11,136,45,33,29,7,7
2017-05-12,76,58,23,37,13,8
2017-05-13,97,63, ,34,8,9
2017-05-14,124,32, ,22,3,8
2017-05-15,70,24,43,25,3,7
2017-05-16,54,63,63,43,5,10
2017-05-17,120,72,87,43,7,9
2017-05-18,138,51,44,36,5,6
2017-05-19,111,42,22,37,3,6
2017-05-20,115,49,54,33,5,7
2017-05-21,115,46,20,38,5,7
2017-05-22,111,51,67,31,5,8
2017-05-23,121,33,13,25,4,7
2017-05-24,66,40,38,27,5,8
2017-05-25,70,56,35,34,6,8
2017-05-26,108,50,66,30,4,7
2017-05-27,111,61,113,43,8,8
2017-05-28,113,68,116,26,17,7
2017-05-29,137,48,96,25,6,7
2017-05-30,88,45,68,19,5,7
2017-05-31,94,44,43,17,4,6
2017-06-01,75,43,34,22,4,6
2017-06-02,109,48,62,28,4,9
2017-06-03,87,42,39,25,4,8
2017-06-04,135,38,28,18,3,6
2017-06-05,73,32,43,15,3,5
2017-06-06,61,30,49,24,3,7
2017-06-07,54,34,31,21,5,7
2017-06-08,58,42,13,29,6,7
2017-06-09,75,31,32,18,5,6
2017-06-10,63,39,74,21,5,7
2017-06-11,74,29,24,19,5,6
2017-06-12,54,42,47,22,8,8
2017-06-13,63,35,14,27,4,9
2017-06-14,71,51,36,21,5,8
2017-06-15,94,31,24,25,3,7
2017-06-16,61,32,21,32,4,8
2017-06-17,68,38,3,24,3,8
2017-06-18,83,48,17,28,4,9
2017-06-19,101,39,31,26,5,8
2017-06-20,80,37,25,25,5,8
2017-06-21,73,40,16,25,4,8
2017-06-22,75,33,33,18,3,6
2017-06-23,54,35,38,17,4,6
2017-06-24,54,31,35,15,4,5
2017-06-25,50,31,37,14,4,5
2017-06-26,46,29,35,12,3,4
2017-06-27,51,33,37,17,5,5
2017-06-28,53,31,47,15,4,6
2017-06-29,58,31,55,16,5,6
2017-06-30,56,29,19,16,5,6
2017-01-02,175,115,49,68,11,16
2017-01-03,175,96,45,60,8,11
2017-01-04,163,170,5,92,11,20
2017-01-05,224,120,33,73,8,18
2017-01-06,173,80,14,55,7,11
2017-01-07,149,86, ,45,7,16
2017-01-08,149,55,36,38,5,15
2017-01-09,96,76,41,44,6,13
2017-01-10,157,77,9,37,6,16
2017-01-11,157,42,7,19,2,13
2017-01-12,95,17,7,21,2,10
2017-01-13,36,30,9,24,2,8
2017-01-14,72,40,6,22,2,9
2017-01-15,81,40,10,26,2,10
2017-01-16,100,42,7,24,3,11
2017-01-17,94,56,5,28,4,12
2017-01-18,115,54,5,22,4,12
2017-01-19,108,33,30,22,3,8
2017-01-20,67,65,45,28,5,7
2017-01-21,151,63,43,34,5,7
2017-01-22,127,65,48,45,5,9
2017-01-23,121,68,39,48,5,10
2017-01-24,137,70,52,41,5,9
2017-01-25,143,63,55,35,5,8
2017-01-26,146,61,49,35,4,8
2017-01-27,126,79,56,32,8,8
2017-01-28,160,43,16,26,3,7
2017-01-29,106,39,29,19,3,9
2017-01-30,95,43,21,16,3,9
2017-01-31,104,31,26,18,3,9
2017-02-01,75,38,27,20,3,8
2017-02-02,97,53,25,26,3,8
2017-02-03,130,66,17,35,4,10
2017-02-04,157,50,23,25,4,9
2017-02-05,132,50,40,30,4,8
2017-02-06,121,66,39,31,5,8
2017-02-07,150,46,20,31,3,8
2017-02-08,105,33,21,16,4,7
2017-02-09,89,60,40,19,8,9
2017-02-10,154,55,47,27,6,8
2017-02-11,141,66,48,44,9,9
2017-02-12,148,80,44,56,7,13
2017-02-13,145,88,80,59,8,11
2017-02-14,155,73,65,55,9,9
2017-02-15,142,66,50,47,8,8
2017-02-16,134,71,49,64,7,11
2017-02-17,151,94,80,72,9,12
2017-02-18,163,70,50,28,5,7
2017-02-19,158,70,44,42,6,8
2017-02-20,146,55,25,32,5,6
2017-02-21,107,56,12,37,6,7
2017-02-22,121,40,4,19,4,7
2017-02-23,80,34,11,21,3,7
2017-02-24,85,22,16,24,3,7
2017-02-25,64,46,26,29,5,8
2017-02-26,110,65,4,44,9,10
2017-02-27,135,89,15,56,13,12
2017-02-28,160,70,1,40,9,10
2017-03-01,147,70,37,43,7,8
2017-03-02,106,87,60,53,11,9
2017-03-03,154,83,7,54,11,8
2017-03-04,152,73,31,38,7,8
2017-03-05,145,48,21,28,5,8
2017-03-06,95,44,11,28,3,8
2017-03-07,114,51,26,32,3,7
2017-03-08,117,57,6,35,4,9
2017-03-09,132,63,1,35,6,13
2017-03-10,128,50,1,30,4,11
2017-03-11,94,78,7,41,6,10
2017-03-12,145,79,6,43,8,9
2017-03-13,127,43,15,27,5,8
2017-03-14,61,56,7,30,5,9
2017-03-15,105,78,5,30,6,10
2017-03-16,146,73,6,36,5,12
2017-03-17,125,93,3,36,5,12
2017-03-18,136,54,3,36,3,12
2017-03-19,90,68,14,47,4,13
2017-03-20,141,89,8,35,5,15
2017-03-21,123,52,13,42,4,11
2017-03-22,123,64,26,41,4,11
2017-03-23,144,61,40,37,6,9
2017-03-24,117,38,17,21,3,8
2017-03-25,57,50,33,27,3,6
2017-03-26,74,69,70,39,5,8
2017-03-27,95,77,51,49,8,8
2017-03-28,124,74,32,40,6,8
2017-03-29,129,70,17,36,6,8
2017-03-30,125,36,17,30,3,8
2017-03-31,71,37,46,27,4,6
2016-10-01,70,45,17,14,6,7
2016-10-02,50,40,22,15,4,6
2016-10-03,41,49,38,16,5,6
2016-10-04,66,55,42,19,7,6
2016-10-05,73,54,33,17,6,6
2016-10-06,84,52,27,13,5,6
2016-10-07,76,42,19,9,7,6
2016-10-08,46,47,22,10,4,6
2016-10-09,76,50,36,10,4,6
2016-10-10,80,56,34,18,6,9
2016-10-11,83,49,22,17,4,6
2016-10-12,81,41,25,16,5,6
2016-10-13,56,43,27,15,4,5
2016-10-14,54,54,34,18,5,6
2016-10-15,80,55,30,16,5,5
2016-10-16,76,60,26,17,5,6
2016-10-17,96,35,5,12,3,6
2016-10-18,62,17,4,11,3,5
2016-10-19,36,46,34,19,5,8
2016-10-20,47,47,8,13,7,6
2016-10-21,39,58,37,20,9,9
2016-10-22,94,45,22,23,6,8
2016-10-23,113,36,14,13,5,6
2016-10-24,86,32,22,12,6,5
2016-10-25,59,50,38,19,6,5
2016-10-26,85,55,32,21,8,3
2016-10-27,72,70,53,36,9,8
2016-10-28,98,62,14,16,6,7
2016-10-29,89,45,21,11,4,4
2016-10-30,61,55,34,16,5,3
2016-10-31,69,37,25,13,4,5
2016-11-01,31,35,23,13,3,6
2016-11-02,45,41,28,18,4,5
2016-11-03,60,65,40,36,7,6
2016-11-04,105,103,109,65,9,11
2016-11-05,164,90,64,37,9,7
2016-11-06,152,84,61,38,8,7
2016-11-07,126,67,11,26,7,9
2016-11-08,101,36,13,16,4,8
2016-11-09,52,23,4,15,3,7
2016-11-10,34,48,5,21,5,7
2016-11-11,80,91,10,45,10,11
2016-11-12,145,108,17,47,9,14
2016-11-13,134,68,23,46,6,12
2016-11-14,115,112,38,69,8,17
2016-11-15,151,73,56,33,4,7
2016-11-16,133,87,53,45,6,10
2016-11-17,156,101,31,58,8,12
2016-11-18,169,91,22,50,8,11
2016-11-19,154,71,34,36,6,10
2016-11-20,105,50,4,31,3,9
2016-11-21,75,36,1,21,3,8
2016-11-22,57,24,4,17,2,8
2016-11-23,28,28,7,18,4,5
2016-11-24,46,34,5,18,3,7
2016-11-25,63,23,1,16,2,9
2016-11-26,35,48,20,33,5,7
2016-11-27,63,57,27,31,5,7
2016-11-28,89,69,12,38,7,8
2016-11-29,114,79,27,36,9,8
2016-11-30,146,81,28,35,7,8
2016-12-01,157,76,24,34,6,9
2016-12-02,151,79,16,39,7,10
2016-12-03,147,96,19,44,9,13
2016-12-04,156,103,28,41,10,13
2016-12-05,158,72,27,28,7,7
2016-12-06,130,86,41,44,9,8
2016-12-07,147,79,32,47,8,9
2016-12-08,119,90,28,58,7,12
2016-12-09,118,108,28,61,7,15
2016-12-10,139,92,57,45,7,12
2016-12-11,153,68,56,36,5,7
2016-12-12,126,90,27,43,8,11
2016-12-13,129,49,22,22,4,10
2016-12-14,90,42,23,21,4,10
2016-12-15,77,49,31,24,5,8
2016-12-16,94,61,22,42,6,8
2016-12-17,106,80,20,55,7,11
2016-12-18,125,73,45,54,6,11
2016-12-19,140,107,50,80,7,16
2016-12-20,167,100,14,63,7,14
2016-12-21,164,48,27,28,4,12
2016-12-22,79,52,20,29,4,13
2016-12-23,94,60,4,34,3,12
2016-12-24,129,64,2,33,3,12
2016-12-25,128,70,20,28,4,13
2016-12-26,115,35,15,16,4,10
2016-12-27,57,52,29,28,7,8
2016-12-28,105,52,29,31,6,7
2016-12-29,98,65,31,40,8,9
2016-12-30,107,89,50,58,10,13
2016-12-31,129,109,42,68,8,19
2017-01-01,179,109,44,77,8,19
2016-07-01,32,21,20,12,3,3
2016-07-02,36,25,8,11,2,3
2016-07-03,31,21,14,12,2,4
2016-07-04,32,27,37,14,6,6
2016-07-05,35,33,11,19,3,5
2016-07-06,64,42,74,25,3,8
2016-07-07,62,58,53,25,5,7
2016-07-08,97,56,62,18,6,7
2016-07-09,106,46,34,19,3,9
2016-07-10,71,64,26,33,9,13
2016-07-11,120,27,10,15,2,4
2016-07-12,47,41,66,22,3,6
2016-07-13,82,31,23,24,3,5
2016-07-14,78,36,51,28,6,6
2016-07-15,87,27,24,20,3,5
2016-07-16,58,30,40,18,4,5
2016-07-17,57,25,37,14,4,4
2016-07-18,52,28,26,14,8,7
2016-07-19,49,29,26,13,3,4
2016-07-20,43,33,40,14,4,4
2016-07-21,42,38,59,14,4,4
2016-07-22,52,41,71,17,8,4
2016-07-23,70,40,104,20,8,5
2016-07-24,81,41,132,25,11,7
2016-07-25,92,30,72,23,7,4
2016-07-26,70,24,32,17,7,4
2016-07-27,42,48,66,23,9,5
2016-07-28,60,36,80,21,6,4
2016-07-29,62,52,75,34,11,5
2016-07-30,91,69,155,40,6,7
2016-07-31,130,56,48,29,7,8
2016-08-01,98,27,22,12,1,3
2016-08-02,41,23,20,16,1,3
2016-08-03,51,39,44,21,4,5
2016-08-04,65,42,87,28,2,5
2016-08-05,71,49,101,25,7,5
2016-08-06,96,53,69,24,9,5
2016-08-07,106,54,68,20,5,5
2016-08-08,109,66,51,34,7,7
2016-08-09,145,53,28,33,4,6
2016-08-10,88,50,46,28,8,6
2016-08-11,105,70,33,39,12,11
2016-08-12,137,53, ,30,9,8
2016-08-13,98,33, ,23,9,10
2016-08-14,42,21,14,19,7,5
2016-08-15,29,28,7,23,7,5
2016-08-16,21,19,9,17,6,4
2016-08-17,22,19,24,13,5,4
2016-08-18,39,38,38,15,6,5
2016-08-19,55,57,32,24,8,7
2016-08-20,96,62,51,28,12,8
2016-08-21,109,58,94,22,9,7
2016-08-22,119,49,96,32,10,7
2016-08-23,121,60,41,35,9,9
2016-08-24,144,71,141,32,10,9
2016-08-25,153,55,69,21,9,8
2016-08-26,111,37,22,20,6,8
2016-08-27,53,38,23,15,7,8
2016-08-28,57,52,50,20,7,8
2016-08-29,104,56,71,24,8,9
2016-08-30,114,64,59,18,8,9
2016-08-31,141,35,22,14,6,7
2016-09-01,38,35,11,19,8,8
2016-09-02,61,50,8,19,7,10
2016-09-03,87,62,16,25,7,11
2016-09-04,103,42,30,18,6,8
2016-09-05,54,39,18,25,6,10
2016-09-06,73,38,16,23,5,9
2016-09-07,64,52,16,29,6,9
2016-09-08,91,51,11,24,6,10
2016-09-09,74,40,6,17,8,8
2016-09-10,48,45,6,19,8,9
2016-09-11,66,34,28,21,5,8
2016-09-12,43,41,29,19,4,9
2016-09-13,53,40,27,21,7,8
2016-09-14,62,51,29,19,8,9
2016-09-15,80,45,25,15,6,9
2016-09-16,54,44,30,15,6,8
2016-09-17,44,34,31,18,7,6
2016-09-18,31,49,45,24,6,4
2016-09-19,74,59,43,28,6,5
2016-09-20,99,61,54,23,6,6
2016-09-21,97,61,63,21,6,7
2016-09-22,109,74,73,33,8,7
2016-09-23,125,64,110,28,7,6
2016-09-24,128,72,143,42,7,11
2016-09-25,148,84,112,45,10,11
2016-09-26,161,94,89,42,11,15
2016-09-27,139,67,40,23,7,11
2016-09-28,110,37,41,17,7,12
2016-09-29,34,28,4,16,5,9
2016-09-30,48,50,12,15,7,9
2016-04-01,202,49,25,22,3,12
2016-04-02,140,46,6,20,3,7
2016-04-03,129,40,20,17,3,9
2016-04-04,100,40,7,21,2,7
2016-04-05,104,29,15,16,3,5
2016-04-06,77,38,13,15,3,5
2016-04-07,88,47,24,15,3,6
2016-04-08,100,38,10,15,3,6
2016-04-09,96,39,25,22,2,7
2016-04-10,84,44,19,22,2,8
2016-04-11,115,36,23,23,10,10
2016-04-12,88,50,7,39,3,11
2016-04-13,104,55,1,35,3,12
2016-04-14,140,40,1,24,3,8
2016-04-15,106,45,12,20,2,8
2016-04-16,104,36,8,15,3,7
2016-04-17,90,28,29,20,8,12
2016-04-18,46,40,21,33,4,11
2016-04-19,100,39,7,29,3,10
2016-04-20,101,54,4,27,2,11
2016-04-21,133,45,44,27,2,9
2016-04-22,112,55,16,30,3,10
2016-04-23,127,56,22,27,3,10
2016-04-24,108,52,26,23,3,9
2016-04-25,108,29,16,16,9,10
2016-04-26,76,48,42,22,2,9
2016-04-27,81,35,36,23,5,9
2016-04-28,78,61,41,30,3,8
2016-04-29,132,64,25,34,3,6
2016-04-30,157,45,23,24,4,6
2016-05-01,128,40,20,18,6,7
2016-05-02,98,41,6,21,2,5
2016-05-03,84,47,49,25,2,5
2016-05-04,120,37,20,13,2,3
2016-05-05,78,39,23,14,2,3
2016-05-06,69,39,21,22,2,4
2016-05-07,73,28,9,16,1,4
2016-05-08,48,33,15,14,1,5
2016-05-09,40,29,27,23,4,10
2016-05-10,37,47,101,26,1,9
2016-05-11,61,55,109,22,2,9
2016-05-12,127,54,88,27,2,8
2016-05-13,130,35,43,20,2,7
2016-05-14,84,38,54,18,1,6
2016-05-15,71,46,44,18,5,9
2016-05-16,67,63,41,32,2,8
2016-05-17,111,48,66,25,2,8
2016-05-18,116,43,28,23,2,8
2016-05-19,89,36,9,23,2,8
2016-05-20,76,28,19,20,1,9
2016-05-21,52,30,35,20,2,8
2016-05-22,64,42,64,24,2,6
2016-05-23,92,59,74,26,6,9
